,gameid,date,blue_team,blue_top,blue_jg,blue_mid,blue_adc,blue_supp,red_team,red_top,red_jg,red_mid,red_adc,red_supp,winner
142,ESPORTSTMNT03_2580341,2022-02-27 12:42:55,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Liiv SANDBOX,Clozer,Croco,Dove,Ice,Kael,Blue
143,ESPORTSTMNT01_2733966,2022-03-02 05:11:53,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Hanwha Life Esports,DuDu,Willer,Karis,SamD,Baut,Blue
144,ESPORTSTMNT01_2744194,2022-03-02 08:41:27,Hanwha Life Esports,DuDu,Willer,Karis,SamD,Baut,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
145,ESPORTSTMNT01_2744217,2022-03-02 09:33:39,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Hanwha Life Esports,DuDu,Willer,Karis,SamD,Baut,Blue
146,ESPORTSTMNT01_2734080,2022-03-02 10:32:14,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Blue
147,ESPORTSTMNT01_2734124,2022-03-02 12:17:52,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
148,ESPORTSTMNT01_2734770,2022-03-03 06:55:53,Gen.G,Doran,Peanut,Chovy,Ophelia,Lehends,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
149,ESPORTSTMNT01_2744817,2022-03-03 08:40:29,Gen.G,Doran,Peanut,Chovy,Ophelia,Lehends,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
150,ESPORTSTMNT01_2744822,2022-03-03 09:42:33,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
151,ESPORTSTMNT01_2744887,2022-03-03 11:39:08,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,Blue
152,ESPORTSTMNT01_2735442,2022-03-04 05:27:39,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
153,ESPORTSTMNT01_2735520,2022-03-04 08:50:00,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
154,ESPORTSTMNT01_2735529,2022-03-04 09:44:36,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
155,ESPORTSTMNT01_2735569,2022-03-04 11:56:37,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
156,ESPORTSTMNT01_2780338,2022-03-05 08:10:00,Gen.G,Doran,Peanut,Quid,Ophelia,Lehends,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
157,ESPORTSTMNT01_2770391,2022-03-05 09:12:00,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Gen.G,Doran,Peanut,Quid,Ophelia,Lehends,Red
158,ESPORTSTMNT01_2770414,2022-03-05 10:14:00,Gen.G,Doran,Peanut,Quid,Ophelia,Lehends,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Blue
159,ESPORTSTMNT01_2770433,2022-03-05 11:53:00,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,Blue
160,ESPORTSTMNT01_2770483,2022-03-05 13:03:00,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
161,ESPORTSTMNT01_2770511,2022-03-05 14:09:00,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,Blue
162,ESPORTSTMNT01_2780901,2022-03-06 07:15:21,Liiv SANDBOX,Dove,Croco,Clozer,Envyy,Kael,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
163,ESPORTSTMNT01_2770975,2022-03-06 08:40:55,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
164,ESPORTSTMNT01_2770993,2022-03-06 09:38:33,T1,Zeus,Oner,Faker,Gumayusi,Keria,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
165,ESPORTSTMNT01_2771060,2022-03-06 11:44:32,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
166,ESPORTSTMNT01_2782567,2022-03-09 08:08:00,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
167,ESPORTSTMNT01_2782631,2022-03-09 09:06:00,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
168,ESPORTSTMNT01_2782634,2022-03-09 11:10:00,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Gen.G,Doran,Peanut,Ophelia,Ruler,Lehends,Red
169,ESPORTSTMNT01_2782677,2022-03-09 11:52:22,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Gen.G,Doran,Peanut,Ophelia,Ruler,Lehends,Blue
170,ESPORTSTMNT01_2782685,2022-03-09 13:19:00,Gen.G,Doran,Peanut,Ophelia,Ruler,Lehends,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Blue
171,ESPORTSTMNT01_2773026,2022-03-10 06:57:21,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Red
172,ESPORTSTMNT01_2773051,2022-03-10 08:40:33,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
173,ESPORTSTMNT01_2773053,2022-03-10 09:43:23,Fredit BRION,Morgan,Raptor,Lava,Hena,Delight,Liiv SANDBOX,Howling,HamBak,Ten10,Envyy,Kael,Blue
174,ESPORTSTMNT01_2773097,2022-03-10 11:36:10,Liiv SANDBOX,Howling,HamBak,Ten10,Envyy,Kael,Fredit BRION,Morgan,Raptor,Lava,Hena,Delight,Red
175,ESPORTSTMNT01_2773445,2022-03-11 07:00:16,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
176,ESPORTSTMNT01_2773482,2022-03-11 08:45:51,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,T1,Zeus,Oner,Faker,Gumayusi,Keria,Blue
177,ESPORTSTMNT01_2773491,2022-03-11 09:44:28,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
178,ESPORTSTMNT01_2773503,2022-03-11 10:38:42,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,Blue
179,ESPORTSTMNT01_2783459,2022-03-11 12:45:31,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
180,ESPORTSTMNT04_2210408,2022-03-12 06:43:05,Liiv SANDBOX,Howling,HamBak,Ten10,Envyy,Prove,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Red
181,ESPORTSTMNT04_2210426,2022-03-12 08:39:41,Liiv SANDBOX,Howling,HamBak,Ten10,Envyy,Prove,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Red
182,ESPORTSTMNT04_2210427,2022-03-12 09:41:01,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
183,ESPORTSTMNT04_2210446,2022-03-12 11:38:07,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
184,ESPORTSTMNT04_2210465,2022-03-13 07:29:21,T1,Zeus,Oner,Faker,Gumayusi,Keria,Fredit BRION,Soboro,Listo,Feisty,Gamin,Loopy,Blue
185,ESPORTSTMNT04_2210474,2022-03-13 08:27:21,Fredit BRION,Soboro,Listo,Feisty,Gamin,Loopy,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
186,ESPORTSTMNT04_2210486,2022-03-13 10:24:03,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
187,ESPORTSTMNT04_2210500,2022-03-13 11:43:44,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Blue
188,ESPORTSTMNT04_2210501,2022-03-13 12:49:42,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
189,ESPORTSTMNT02_2661657,2022-03-16 07:32:42,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
190,ESPORTSTMNT02_2661670,2022-03-16 08:47:51,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Blue
191,ESPORTSTMNT02_2661674,2022-03-16 09:47:31,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Red
192,ESPORTSTMNT02_2671880,2022-03-17 06:31:35,DRX,Kingen,Pyosik,Zeka,Taeyoon,BeryL,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
193,ESPORTSTMNT02_2662077,2022-03-17 08:39:25,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
194,ESPORTSTMNT02_2662096,2022-03-17 09:43:15,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
195,ESPORTSTMNT02_2662116,2022-03-17 11:39:22,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Blue
196,ESPORTSTMNT02_2662130,2022-03-17 12:33:40,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
197,ESPORTSTMNT02_2662403,2022-03-18 06:41:12,T1,Zeus,Oner,Faker,Gumayusi,Keria,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Red
198,ESPORTSTMNT02_2672267,2022-03-18 08:52:07,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
199,ESPORTSTMNT02_2672271,2022-03-18 09:39:38,T1,Zeus,Oner,Faker,Gumayusi,Keria,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Blue
200,ESPORTSTMNT02_2672279,2022-03-18 10:34:54,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
201,ESPORTSTMNT02_2672309,2022-03-18 12:12:42,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Blue
202,ESPORTSTMNT02_2672315,2022-03-18 12:58:38,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
203,ESPORTSTMNT02_2672498,2022-03-19 07:02:12,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
204,ESPORTSTMNT02_2662701,2022-03-19 08:51:56,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,Red
205,ESPORTSTMNT02_2662722,2022-03-19 09:45:38,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Blue
206,ESPORTSTMNT02_2662767,2022-03-19 11:47:10,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Red
207,ESPORTSTMNT02_2672695,2022-03-20 04:05:10,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Blue
208,ESPORTSTMNT02_2672723,2022-03-20 06:41:55,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
209,ESPORTSTMNT02_2672727,2022-03-20 07:42:29,T1,Zeus,Oner,Faker,Gumayusi,Keria,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
210,ESPORTSTMNT02_2672743,2022-03-20 09:39:13,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
211,ESPORTSTMNT02_2672758,2022-03-20 10:37:02,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
212,ESPORTSTMNT02_2663581,2022-03-23 06:13:18,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
213,ESPORTSTMNT02_2663614,2022-03-23 08:49:41,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
214,ESPORTSTMNT02_2663616,2022-03-23 09:46:22,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
215,ESPORTSTMNT02_2663759,2022-03-24 06:05:22,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
216,ESPORTSTMNT02_2673595,2022-03-24 08:45:52,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Blue
